Palavra-chave de pesquisa
1 de janeiro de 2026 - 6 de julho de 2026
Dia,Pesquisar palavra-chave,Status da palavra-chave da rede de pesquisa,Motivos do status da palavra-chave da rede de pesquisa,Pesquisar tipo de correspondência de palavra-chave,Campanha,Grupo de anúncios,Código da moeda,CPC máx. da palavra-chave,Cliques,Impr.,CTR,CPC méd.,Custo,% de impr. (1ª posição),% de impr. (parte sup.),Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.,CPM médio
2026-02-21,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,13,"0,00%",0,"0,00","53,85%","92,31%","0,00",0,0,0,"0,00"
2026-02-22,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00","25,00%","75,00%","0,00",0,0,0,"0,00"
2026-02-23,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,6,"0,00%",0,"0,00","66,67%","66,67%","0,00",0,0,0,"0,00"
2026-02-24,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00","66,67%","100,00%","0,00",0,0,0,"0,00"
2026-02-25,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-26,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,6,"0,00%",0,"0,00","83,33%","100,00%","0,00",0,0,0,"0,00"
2026-02-27,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00","66,67%","100,00%","0,00",0,0,0,"0,00"
2026-02-28,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-01,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-03,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00","50,00%","75,00%","0,00",0,0,0,"0,00"
2026-03-04,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-03-08,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-03-10,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,7,"0,00%",0,"0,00","60,00%","80,00%","0,00",0,0,0,"0,00"
2026-03-11,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-12,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00","66,67%","100,00%","0,00",0,0,0,"0,00"
2026-03-13,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00","60,00%","60,00%","0,00",0,0,0,"0,00"
2026-03-14,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-03-15,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-18,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-20,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-21,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-22,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-23,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-24,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","50,00%","50,00%","0,00",0,0,0,"0,00"
2026-03-25,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-26,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00","50,00%","75,00%","0,00",0,0,0,"0,00"
2026-03-27,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","50,00%","50,00%","0,00",0,0,0,"0,00"
2026-03-28,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00","33,33%","100,00%","0,00",0,0,0,"0,00"
2026-03-29,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-03-30,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-09,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-10,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-11,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,22,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-13,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,15,"0,00%",0,"0,00","28,57%","85,71%","0,00",0,0,0,"0,00"
2026-04-14,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,12,"0,00%",0,"0,00","57,14%","85,71%","0,00",0,0,0,"0,00"
2026-04-15,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,23,"0,00%",0,"0,00","33,33%","88,89%","0,00",0,0,0,"0,00"
2026-04-18,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,25,"0,00%",0,"0,00","16,67%","91,67%","0,00",0,0,0,"0,00"
2026-04-20,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,43,"0,00%",0,"0,00","7,69%","53,85%","0,00",0,0,0,"0,00"
2026-04-24,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,7,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-25,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,8,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-26,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,8,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-27,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,12,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-28,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,11,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-29,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,10,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-30,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-01,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,42,"0,00%",0,"0,00","33,33%","100,00%","0,00",0,0,0,"0,00"
2026-05-04,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,14,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-05-05,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,25,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-06,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,7,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-08,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,15,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-09,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,7,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-10,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,14,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-05-12,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,42,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-05-14,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,14,"0,00%",0,"0,00","0,00%","33,33%","0,00",0,0,0,"0,00"
2026-05-15,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-16,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,17,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0,"0,00"
2026-05-17,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,33,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-19,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,22,"0,00%",0,"0,00","33,33%","100,00%","0,00",0,0,0,"0,00"
2026-05-20,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,12,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-21,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,7,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-22,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,10,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-23,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,8,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
2026-05-24,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,18,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-05-25,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,11,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-26,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,22,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-05-27,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,18,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-05-28,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,29,"0,00%",0,"0,00","0,00%","80,00%","0,00",0,0,0,"0,00"
2026-05-31,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,6,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-06-02,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,10,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-06-03,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,22,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-04,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,19,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-06-05,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,15,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-06,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,13,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-07,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,10,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-08,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,8,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-06-10,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0,"0,00"
2026-07-02,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,18,"0,00%",0,"0,00","26,67%","66,67%","0,00",0,0,0,"0,00"
2026-07-03,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,46,"0,00%",0,"0,00","14,29%","57,14%","0,00",0,0,0,"0,00"
2026-07-05,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,27,"0,00%",0,"0,00","0,00%","25,00%","0,00",0,0,0,"0,00"
2026-07-06,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,23,"0,00%",0,"0,00","11,11%","44,44%","0,00",0,0,0,"0,00"
2026-04-16,extratora limpeza,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-19,extratora limpeza,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-03,extratora limpeza,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-02,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
2026-02-03,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,14,"0,00%",0,"0,00","27,27%","90,91%","0,00",0,0,0,"0,00"
2026-02-05,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-06,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-07,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-11,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-17,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-18,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-19,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-13,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-14,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,7,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-17,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-01,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-07,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-08,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-16,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-17,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,10,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0,"0,00"
2026-05-28,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
2026-07-02,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,9,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-07-05,robô de limpeza,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
2026-02-25,aspirador alemao,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-26,aspirador alemao,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-05-11,aspirador alemao,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
2026-05-07,hyla comprar,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-13,aspirador limpeza,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,12,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-14,aspirador limpeza,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,7,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-19,aspirador limpeza,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-05-06,lavador de sofa,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-15,lavagem de tapete,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-01-16,lavagem de tapete,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-12,lavagem de tapete,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-08,lavagem de tapete,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-13,lavar carpetes,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-14,lavar carpetes,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-15,lavar carpetes,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-16,lavar carpetes,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-18,lavar carpetes,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-20,lavar carpetes,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
