Palavra-chave de pesquisa
3 de março de 2026 - 28 de julho de 2026
Dia,Pesquisar palavra-chave,Status da palavra-chave da rede de pesquisa,Motivos do status da palavra-chave da rede de pesquisa,Pesquisar tipo de correspondência de palavra-chave,Campanha,Grupo de anúncios,Código da moeda,CPC máx. da palavra-chave,Cliques,Impr.,CTR,CPC méd.,Custo,% de impr. (1ª posição),% de impr. (parte sup.),Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.
2026-04-23,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-05-20,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-05-21,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,9,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-05-22,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-24,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-25,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-28,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-29,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-01,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-07-02,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-03,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-07,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-12,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,21,"0,00%",0,"0,00","13,33%","66,67%","0,00",0,0,0
2026-07-14,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,18,"0,00%",0,"0,00","5,88%","29,41%","0,00",0,0,0
2026-07-15,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,14,"0,00%",0,"0,00","0,00%","12,50%","0,00",0,0,0
2026-07-17,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,23,"0,00%",0,"0,00","11,76%","58,82%","0,00",0,0,0
2026-07-23,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,33,"0,00%",0,"0,00","8,00%","44,00%","0,00",0,0,0
2026-07-26,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,37,"0,00%",0,"0,00","13,64%","50,00%","0,00",0,0,0
2026-07-27,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,52,"0,00%",0,"0,00","0,00%","60,47%","0,00",0,0,0
2026-03-10,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,7,"0,00%",0,"0,00","16,67%","100,00%","0,00",0,0,0
2026-03-11,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,8,"0,00%",0,"0,00","25,00%","87,50%","0,00",0,0,0
2026-03-12,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-13,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,9,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-14,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-26,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-03-27,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-12,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-20,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-04-21,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-05-22,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-05-23,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-25,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-30,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-15,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-21,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-07-22,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","66,67%","0,00",0,0,0
2026-07-23,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-30,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-05-24,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-05-28,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-28,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-03-10,cnc zumaq,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","25,00%","100,00%","0,00",0,0,0
2026-03-12,cnc zumaq,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-03-13,cnc zumaq,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-03-14,cnc zumaq,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-25,cnc zumaq,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-12,cnc zumaq,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-04-18,cnc zumaq,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-19,cnc zumaq,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-25,cnc zumaq,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-07-02,cnc zumaq,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,8,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-23,cnc zumaq,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-25,cnc zumaq,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-27,cnc zumaq,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-14,tubo laser yongli,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,8,"0,00%",0,"0,00","57,14%","85,71%","0,00",0,0,0
2026-04-19,tubo laser yongli,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,tubo laser yongli,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-21,tubo laser yongli,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-10,laser 1500w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-03-25,laser 1500w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00","20,00%","40,00%","0,00",0,0,0
2026-04-14,laser 1500w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-04-21,laser 1500w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-05-20,laser 1500w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-05-23,laser 1500w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,laser 1500w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-27,laser 1500w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,25,"0,00%",0,"0,00","0,00%","47,37%","0,00",0,0,0
2026-06-28,laser 1500w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,23,"0,00%",0,"0,00","12,50%","56,25%","0,00",0,0,0
2026-06-29,laser 1500w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00","33,33%","66,67%","0,00",0,0,0
2026-06-30,laser 1500w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-01,laser 1500w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-03,laser 1500w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-11,laser 1500w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-21,laser 1500w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-24,laser 1500w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-14,cnc 1310,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,59,"0,00%",0,"0,00","40,00%","80,00%","0,00",0,0,0
2026-03-15,cnc 1310,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-13,cnc 1310,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,12,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-19,cnc 1310,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,29,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-23,cnc 1310,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-05-22,cnc 1310,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,9,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-05-23,cnc 1310,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,16,"0,00%",0,"0,00","0,00%","66,67%","0,00",0,0,0
2026-03-11,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-03-25,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,7,"0,00%",0,"0,00","33,33%","66,67%","0,00",0,0,0
2026-04-12,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-04-15,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-04-16,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-05-24,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-06,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-06-24,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-25,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,7,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-28,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,79,"0,00%",0,"0,00","10,00%","62,00%","0,00",0,0,0
2026-07-13,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,16,"0,00%",0,"0,00","6,67%","53,33%","0,00",0,0,0
2026-07-15,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,22,"0,00%",0,"0,00","5,26%","63,16%","0,00",0,0,0
2026-03-10,fonte laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-03-14,fonte laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-25,fonte laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","66,67%","66,67%","0,00",0,0,0
2026-03-26,fonte laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-27,fonte laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-13,fonte laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","33,33%","66,67%","0,00",0,0,0
2026-04-17,fonte laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,fonte laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-07-15,fonte laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-21,fonte laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-23,fonte laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-27,fonte laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-28,fonte laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-10,workspecial,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","33,33%","100,00%","0,00",0,0,0
2026-03-11,workspecial,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-03-12,workspecial,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-03-14,workspecial,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-05-22,workspecial,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-30,tubo laser 150,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-10,gravação a laser em metal preço,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-03-12,gravação a laser em metal preço,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,18,"0,00%",0,"0,00","38,46%","84,62%","0,00",0,0,0
2026-03-14,gravação a laser em metal preço,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-03-25,gravação a laser em metal preço,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-27,gravação a laser em metal preço,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-12,gravação a laser em metal preço,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-04-14,gravação a laser em metal preço,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-04-17,gravação a laser em metal preço,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-19,gravação a laser em metal preço,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,7,"0,00%",0,"0,00","20,00%","80,00%","0,00",0,0,0
2026-04-20,gravação a laser em metal preço,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,17,"0,00%",0,"0,00","22,22%","88,89%","0,00",0,0,0
2026-04-21,gravação a laser em metal preço,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,7,"0,00%",0,"0,00","33,33%","100,00%","0,00",0,0,0
2026-03-10,máquina de cortar eva a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-03-12,máquina de cortar eva a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,11,"0,00%",0,"0,00","20,00%","80,00%","0,00",0,0,0
2026-03-13,máquina de cortar eva a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,15,"0,00%",0,"0,00","50,00%","75,00%","0,00",0,0,0
2026-03-14,máquina de cortar eva a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-25,máquina de cortar eva a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-04-13,máquina de cortar eva a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-04-14,máquina de cortar eva a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-05-22,máquina de cortar eva a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-07-25,máquina de cortar eva a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-28,máquina de cortar eva a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-14,laser madeira corte e gravação a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00","40,00%","60,00%","0,00",0,0,0
2026-07-21,laser madeira corte e gravação a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-23,laser madeira corte e gravação a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,22,"0,00%",0,"0,00","22,22%","50,00%","0,00",0,0,0
2026-07-24,laser madeira corte e gravação a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","33,33%","33,33%","0,00",0,0,0
2026-07-26,laser madeira corte e gravação a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,7,"0,00%",0,"0,00","0,00%","75,00%","0,00",0,0,0
2026-07-27,laser madeira corte e gravação a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
